SalesKey,OrderDate,OrderNumber,OrderLineItem,ProductKey,CustomerKey,TerritoryKey,OrderQuantity
SO70760-1,2017-05-17,SO70760,1,541,19582,9,3
SO70760-3,2017-05-17,SO70760,3,480,19582,9,2
SO70760-2,2017-05-17,SO70760,2,530,19582,9,2
SO70804-3,2017-05-17,SO70804,3,482,13018,9,3
SO70804-2,2017-05-17,SO70804,2,485,13018,9,3
SO70804-1,2017-05-17,SO70804,1,598,13018,9,1
SO70797-2,2017-05-17,SO70797,2,485,17542,4,2
SO70797-1,2017-05-17,SO70797,1,352,17542,4,1
SO70777-2,2017-05-17,SO70777,2,477,21498,4,3
SO70777-1,2017-05-17,SO70777,1,478,21498,4,3
SO70777-3,2017-05-17,SO70777,3,483,21498,4,1
SO70816-1,2017-05-17,SO70816,1,385,21598,1,1
SO70799-2,2017-05-17,SO70799,2,220,27780,7,1
SO70799-1,2017-05-17,SO70799,1,568,27780,7,1
SO70817-1,2017-05-17,SO70817,1,389,20888,7,1
SO70817-2,2017-05-17,SO70817,2,489,20888,7,1
SO70782-2,2017-05-17,SO70782,2,529,20800,10,3
SO70782-1,2017-05-17,SO70782,1,539,20800,10,2
SO70782-3,2017-05-17,SO70782,3,214,20800,10,1
SO70821-2,2017-05-17,SO70821,2,477,11358,9,2
SO70821-3,2017-05-17,SO70821,3,479,11358,9,2
SO70821-4,2017-05-17,SO70821,4,487,11358,9,1
SO70821-1,2017-05-17,SO70821,1,568,11358,9,1
SO70793-2,2017-05-17,SO70793,2,480,12324,8,2
SO70793-1,2017-05-17,SO70793,1,530,12324,8,1
SO70755-1,2017-05-17,SO70755,1,536,19579,9,2
SO70763-3,2017-05-17,SO70763,3,477,12618,7,2
SO70763-2,2017-05-17,SO70763,2,478,12618,7,2
SO70763-4,2017-05-17,SO70763,4,220,12618,7,1
SO70763-1,2017-05-17,SO70763,1,362,12618,7,1
SO70819-3,2017-05-17,SO70819,3,477,17202,10,2
SO70819-2,2017-05-17,SO70819,2,479,17202,10,2
SO70819-4,2017-05-17,SO70819,4,215,17202,10,1
SO70819-1,2017-05-17,SO70819,1,574,17202,10,1
SO70771-1,2017-05-17,SO70771,1,536,23464,4,2
SO70801-3,2017-05-17,SO70801,3,480,17927,9,2
SO70801-1,2017-05-17,SO70801,1,389,17927,9,1
SO70801-2,2017-05-17,SO70801,2,539,17927,9,1
SO70774-2,2017-05-17,SO70774,2,477,14359,6,2
SO70774-1,2017-05-17,SO70774,1,478,14359,6,2
SO70774-3,2017-05-17,SO70774,3,483,14359,6,1
SO70815-2,2017-05-17,SO70815,2,220,21410,1,1
SO70815-1,2017-05-17,SO70815,1,389,21410,1,1
SO70792-1,2017-05-17,SO70792,1,530,14530,10,2
SO70792-2,2017-05-17,SO70792,2,541,14530,10,2
SO70792-3,2017-05-17,SO70792,3,480,14530,10,1
SO70767-1,2017-05-17,SO70767,1,466,11300,6,2
SO70767-2,2017-05-17,SO70767,2,214,11300,6,1
SO70807-1,2017-05-17,SO70807,1,356,15765,9,1
SO70768-1,2017-05-17,SO70768,1,214,11883,1,1
SO70766-2,2017-05-17,SO70766,2,485,15667,8,2
SO70766-3,2017-05-17,SO70766,3,483,15667,8,1
SO70766-1,2017-05-17,SO70766,1,599,15667,8,1
SO70791-2,2017-05-17,SO70791,2,529,14815,10,2
SO70791-1,2017-05-17,SO70791,1,539,14815,10,2
SO70791-3,2017-05-17,SO70791,3,220,14815,10,1
SO70753-2,2017-05-17,SO70753,2,480,14321,9,2
SO70753-1,2017-05-17,SO70753,1,539,14321,9,2
SO70780-1,2017-05-17,SO70780,1,485,13922,1,2
SO70780-2,2017-05-17,SO70780,2,215,13922,1,1
SO70805-2,2017-05-17,SO70805,2,220,17299,9,1
SO70805-1,2017-05-17,SO70805,1,589,17299,9,1
SO70810-2,2017-05-17,SO70810,2,477,23492,4,2
SO70810-3,2017-05-17,SO70810,3,479,23492,4,2
SO70810-4,2017-05-17,SO70810,4,214,23492,4,1
SO70810-1,2017-05-17,SO70810,1,584,23492,4,1
SO70806-1,2017-05-17,SO70806,1,362,16156,9,1
SO70795-2,2017-05-17,SO70795,2,528,12962,4,2
SO70795-3,2017-05-17,SO70795,3,215,12962,4,1
SO70795-1,2017-05-17,SO70795,1,537,12962,4,1
SO70788-2,2017-05-17,SO70788,2,529,21870,10,3
SO70788-4,2017-05-17,SO70788,4,223,21870,10,2
SO70788-1,2017-05-17,SO70788,1,539,21870,10,2
SO70788-3,2017-05-17,SO70788,3,214,21870,10,1
SO70794-3,2017-05-17,SO70794,3,480,11702,4,2
SO70794-2,2017-05-17,SO70794,2,528,11702,4,2
SO70794-1,2017-05-17,SO70794,1,537,11702,4,1
SO70820-2,2017-05-17,SO70820,2,484,11048,9,2
SO70820-1,2017-05-17,SO70820,1,585,11048,9,1
SO70769-1,2017-05-17,SO70769,1,541,27238,4,3
SO70769-2,2017-05-17,SO70769,2,530,27238,4,2
SO70769-3,2017-05-17,SO70769,3,214,27238,4,1
SO70798-3,2017-05-17,SO70798,3,480,17552,4,2
SO70798-1,2017-05-17,SO70798,1,354,17552,4,1
SO70798-2,2017-05-17,SO70798,2,537,17552,4,1
SO70754-1,2017-05-17,SO70754,1,539,14124,9,2
SO70808-2,2017-05-17,SO70808,2,215,15490,6,1
SO70808-1,2017-05-17,SO70808,1,573,15490,6,1
SO70813-2,2017-05-17,SO70813,2,215,14882,4,1
SO70813-1,2017-05-17,SO70813,1,381,14882,4,1
SO70759-1,2017-05-17,SO70759,1,214,13044,9,1
SO70761-2,2017-05-17,SO70761,2,480,19325,8,2
SO70761-1,2017-05-17,SO70761,1,352,19325,8,1
SO70802-1,2017-05-17,SO70802,1,582,21986,9,1
SO70775-2,2017-05-17,SO70775,2,477,12158,6,2
SO70775-1,2017-05-17,SO70775,1,478,12158,6,2
SO70775-3,2017-05-17,SO70775,3,220,12158,6,1
SO70764-3,2017-05-17,SO70764,3,215,19339,8,1
SO70764-1,2017-05-17,SO70764,1,358,19339,8,1
SO70764-2,2017-05-17,SO70764,2,485,19339,8,1
SO70787-2,2017-05-17,SO70787,2,480,19368,8,2
SO70787-1,2017-05-17,SO70787,1,536,19368,8,1
SO70781-1,2017-05-17,SO70781,1,485,13445,4,2
SO70781-2,2017-05-17,SO70781,2,488,13445,4,1
SO70776-2,2017-05-17,SO70776,2,477,21763,1,2
SO70776-1,2017-05-17,SO70776,1,478,21763,1,2
SO70776-3,2017-05-17,SO70776,3,220,21763,1,1
SO70762-2,2017-05-17,SO70762,2,477,19903,7,2
SO70762-3,2017-05-17,SO70762,3,478,19903,7,2
SO70762-4,2017-05-17,SO70762,4,214,19903,7,1
SO70762-5,2017-05-17,SO70762,5,232,19903,7,1
SO70762-1,2017-05-17,SO70762,1,360,19903,7,1
SO70812-1,2017-05-17,SO70812,1,387,20656,6,1
SO70812-2,2017-05-17,SO70812,2,490,20656,6,1
SO70818-2,2017-05-17,SO70818,2,220,13823,7,1
SO70818-1,2017-05-17,SO70818,1,604,13823,7,1
SO70783-1,2017-05-17,SO70783,1,540,14201,7,1
SO70756-1,2017-05-17,SO70756,1,485,19090,9,3
SO70756-2,2017-05-17,SO70756,2,214,19090,9,1
SO70803-2,2017-05-17,SO70803,2,214,22033,9,1
SO70803-1,2017-05-17,SO70803,1,583,22033,9,1
SO70778-2,2017-05-17,SO70778,2,477,20493,1,2
SO70778-1,2017-05-17,SO70778,1,478,20493,1,2
SO70778-3,2017-05-17,SO70778,3,481,20493,1,2
SO70814-3,2017-05-17,SO70814,3,464,21604,4,2
SO70814-2,2017-05-17,SO70814,2,220,21604,4,1
SO70814-1,2017-05-17,SO70814,1,383,21604,4,1
SO70822-2,2017-05-17,SO70822,2,220,13078,9,1
SO70822-1,2017-05-17,SO70822,1,576,13078,9,1
SO70752-3,2017-05-17,SO70752,3,529,21951,9,2
SO70752-1,2017-05-17,SO70752,1,373,21951,9,1
SO70752-2,2017-05-17,SO70752,2,540,21951,9,1
SO70784-2,2017-05-17,SO70784,2,529,14156,10,2
SO70784-3,2017-05-17,SO70784,3,486,14156,10,1
SO70784-1,2017-05-17,SO70784,1,540,14156,10,1
SO70785-1,2017-05-17,SO70785,1,539,17955,8,3
SO70785-2,2017-05-17,SO70785,2,529,17955,8,2
SO70785-3,2017-05-17,SO70785,3,215,17955,8,1
SO70811-4,2017-05-17,SO70811,4,223,20546,6,2
SO70811-3,2017-05-17,SO70811,3,477,20546,6,2
SO70811-2,2017-05-17,SO70811,2,479,20546,6,2
SO70811-1,2017-05-17,SO70811,1,385,20546,6,1
SO70811-5,2017-05-17,SO70811,5,490,20546,6,1
SO70770-1,2017-05-17,SO70770,1,541,26799,4,2
SO70758-1,2017-05-17,SO70758,1,529,15823,9,2
SO70758-2,2017-05-17,SO70758,2,214,15823,9,1
SO70800-3,2017-05-17,SO70800,3,479,12130,8,3
SO70800-2,2017-05-17,SO70800,2,477,12130,8,2
SO70800-1,2017-05-17,SO70800,1,564,12130,8,1
SO70765-2,2017-05-17,SO70765,2,485,12816,8,3
SO70765-3,2017-05-17,SO70765,3,484,12816,8,2
SO70765-1,2017-05-17,SO70765,1,362,12816,8,1
SO70765-4,2017-05-17,SO70765,4,483,12816,8,1
SO70790-1,2017-05-17,SO70790,1,528,18016,7,2
SO70790-2,2017-05-17,SO70790,2,536,18016,7,2
SO70772-3,2017-05-17,SO70772,3,480,23147,4,2
SO70772-1,2017-05-17,SO70772,1,528,23147,4,2
SO70772-2,2017-05-17,SO70772,2,536,23147,4,2
SO70772-4,2017-05-17,SO70772,4,483,23147,4,1
SO70837-1,2017-05-18,SO70837,1,475,20333,1,1
SO70826-3,2017-05-18,SO70826,3,480,25212,9,2
SO70826-2,2017-05-18,SO70826,2,529,25212,9,2
SO70826-1,2017-05-18,SO70826,1,538,25212,9,2
SO70867-3,2017-05-18,SO70867,3,479,25460,8,3
SO70867-2,2017-05-18,SO70867,2,477,25460,8,2
SO70867-1,2017-05-18,SO70867,1,605,25460,8,1
SO70865-2,2017-05-18,SO70865,2,220,18609,1,1
SO70865-3,2017-05-18,SO70865,3,229,18609,1,1
SO70865-1,2017-05-18,SO70865,1,581,18609,1,1
SO70864-3,2017-05-18,SO70864,3,477,18589,1,2
SO70864-2,2017-05-18,SO70864,2,479,18589,1,2
SO70864-4,2017-05-18,SO70864,4,488,18589,1,1
SO70864-1,2017-05-18,SO70864,1,582,18589,1,1
SO70854-2,2017-05-18,SO70854,2,485,17363,4,3
SO70854-1,2017-05-18,SO70854,1,354,17363,4,1
SO70863-2,2017-05-18,SO70863,2,220,17595,6,1
SO70863-3,2017-05-18,SO70863,3,232,17595,6,1
SO70863-1,2017-05-18,SO70863,1,580,17595,6,1
SO70841-1,2017-05-18,SO70841,1,529,26875,8,2
SO70841-2,2017-05-18,SO70841,2,538,26875,8,2
SO70841-3,2017-05-18,SO70841,3,220,26875,8,1
SO70823-3,2017-05-18,SO70823,3,481,12697,9,2
SO70823-1,2017-05-18,SO70823,1,535,12697,9,2
SO70823-2,2017-05-18,SO70823,2,214,12697,9,1
SO70828-2,2017-05-18,SO70828,2,477,19197,8,3
SO70828-4,2017-05-18,SO70828,4,466,19197,8,2
SO70828-3,2017-05-18,SO70828,3,478,19197,8,2
SO70828-1,2017-05-18,SO70828,1,356,19197,8,1
SO70859-4,2017-05-18,SO70859,4,466,15266,9,2
SO70859-3,2017-05-18,SO70859,3,528,15266,9,2
SO70859-2,2017-05-18,SO70859,2,536,15266,9,2
SO70859-5,2017-05-18,SO70859,5,220,15266,9,1
SO70859-1,2017-05-18,SO70859,1,587,15266,9,1
SO70853-2,2017-05-18,SO70853,2,528,17010,4,2
SO70853-4,2017-05-18,SO70853,4,232,17010,4,1
SO70853-1,2017-05-18,SO70853,1,362,17010,4,1
SO70853-3,2017-05-18,SO70853,3,537,17010,4,1
SO70861-2,2017-05-18,SO70861,2,215,28065,4,1
SO70861-1,2017-05-18,SO70861,1,563,28065,4,1
SO70833-1,2017-05-18,SO70833,1,232,11847,1,1
SO70839-2,2017-05-18,SO70839,2,528,21069,10,2
SO70839-1,2017-05-18,SO70839,1,536,21069,10,2
SO70839-3,2017-05-18,SO70839,3,214,21069,10,1
SO70852-2,2017-05-18,SO70852,2,485,17008,4,2
SO70852-1,2017-05-18,SO70852,1,358,17008,4,1
SO70868-2,2017-05-18,SO70868,2,538,24022,7,1
SO70868-1,2017-05-18,SO70868,1,584,24022,7,1
SO70869-4,2017-05-18,SO70869,4,480,25450,8,2
SO70869-2,2017-05-18,SO70869,2,529,25450,8,2
SO70869-3,2017-05-18,SO70869,3,538,25450,8,2
SO70869-1,2017-05-18,SO70869,1,605,25450,8,1
SO70856-4,2017-05-18,SO70856,4,480,25683,7,3
SO70856-2,2017-05-18,SO70856,2,541,25683,7,2
SO70856-3,2017-05-18,SO70856,3,530,25683,7,1
SO70856-1,2017-05-18,SO70856,1,578,25683,7,1
SO70850-4,2017-05-18,SO70850,4,477,15314,4,2
SO70850-2,2017-05-18,SO70850,2,478,15314,4,2
SO70850-3,2017-05-18,SO70850,3,223,15314,4,1
SO70850-1,2017-05-18,SO70850,1,589,15314,4,1
SO70857-1,2017-05-18,SO70857,1,573,25452,7,1
SO70848-2,2017-05-18,SO70848,2,485,19991,4,2
SO70848-3,2017-05-18,SO70848,3,220,19991,4,1
SO70848-1,2017-05-18,SO70848,1,599,19991,4,1
SO70862-2,2017-05-18,SO70862,2,538,27634,6,3
SO70862-4,2017-05-18,SO70862,4,480,27634,6,2
SO70862-3,2017-05-18,SO70862,3,529,27634,6,1
SO70862-1,2017-05-18,SO70862,1,605,27634,6,1
SO70825-2,2017-05-18,SO70825,2,480,21970,9,2
SO70825-1,2017-05-18,SO70825,1,536,21970,9,2
SO70849-1,2017-05-18,SO70849,1,360,17470,4,1
SO70849-2,2017-05-18,SO70849,2,537,17470,4,1
SO70872-2,2017-05-18,SO70872,2,215,22518,10,1
SO70872-1,2017-05-18,SO70872,1,583,22518,10,1
SO70834-2,2017-05-18,SO70834,2,529,25202,1,2
SO70834-1,2017-05-18,SO70834,1,540,25202,1,1
SO70843-1,2017-05-18,SO70843,1,530,27779,7,2
SO70843-2,2017-05-18,SO70843,2,220,27779,7,1
SO70855-4,2017-05-18,SO70855,4,484,17393,4,2
SO70855-2,2017-05-18,SO70855,2,485,17393,4,2
SO70855-1,2017-05-18,SO70855,1,356,17393,4,1
SO70855-3,2017-05-18,SO70855,3,487,17393,4,1
SO70851-3,2017-05-18,SO70851,3,226,15291,6,1
SO70851-2,2017-05-18,SO70851,2,475,15291,6,1
SO70851-1,2017-05-18,SO70851,1,587,15291,6,1
SO70842-2,2017-05-18,SO70842,2,530,22696,7,2
SO70842-1,2017-05-18,SO70842,1,541,22696,7,2
SO70842-3,2017-05-18,SO70842,3,220,22696,7,1
SO70840-2,2017-05-18,SO70840,2,477,23948,10,2
SO70840-1,2017-05-18,SO70840,1,471,23948,10,1
SO70845-1,2017-05-18,SO70845,1,530,12831,8,2
SO70845-2,2017-05-18,SO70845,2,215,12831,8,1
SO70832-1,2017-05-18,SO70832,1,488,29329,1,1
SO70835-1,2017-05-18,SO70835,1,477,21286,4,2
SO70835-2,2017-05-18,SO70835,2,478,21286,4,2
SO70835-3,2017-05-18,SO70835,3,489,21286,4,1
SO70824-4,2017-05-18,SO70824,4,462,16162,9,2
SO70824-1,2017-05-18,SO70824,1,528,16162,9,2
SO70824-2,2017-05-18,SO70824,2,536,16162,9,2
SO70824-3,2017-05-18,SO70824,3,215,16162,9,1
SO70824-5,2017-05-18,SO70824,5,488,16162,9,1
SO70866-2,2017-05-18,SO70866,2,214,25465,10,1
SO70866-1,2017-05-18,SO70866,1,381,25465,10,1
SO70830-2,2017-05-18,SO70830,2,529,26231,7,3
SO70830-3,2017-05-18,SO70830,3,539,26231,7,2
SO70830-4,2017-05-18,SO70830,4,214,26231,7,1
SO70830-1,2017-05-18,SO70830,1,583,26231,7,1
SO70846-2,2017-05-18,SO70846,2,528,11276,6,1
SO70846-1,2017-05-18,SO70846,1,537,11276,6,1
SO70871-2,2017-05-18,SO70871,2,477,14672,9,2
SO70871-3,2017-05-18,SO70871,3,479,14672,9,2
SO70871-1,2017-05-18,SO70871,1,567,14672,9,1
SO70827-4,2017-05-18,SO70827,4,464,22692,7,3
SO70827-2,2017-05-18,SO70827,2,477,22692,7,2
SO70827-3,2017-05-18,SO70827,3,479,22692,7,2
SO70827-1,2017-05-18,SO70827,1,371,22692,7,1
SO70844-1,2017-05-18,SO70844,1,530,15686,10,2
SO70844-2,2017-05-18,SO70844,2,215,15686,10,1
SO70831-2,2017-05-18,SO70831,2,215,26816,7,1
SO70831-1,2017-05-18,SO70831,1,580,26816,7,1
SO70838-2,2017-05-18,SO70838,2,484,17164,4,3
SO70838-1,2017-05-18,SO70838,1,477,17164,4,2
SO70860-2,2017-05-18,SO70860,2,478,15732,9,2
SO70860-1,2017-05-18,SO70860,1,358,15732,9,1
SO70858-4,2017-05-18,SO70858,4,484,25927,9,2
SO70858-2,2017-05-18,SO70858,2,529,25927,9,2
SO70858-3,2017-05-18,SO70858,3,538,25927,9,1
SO70858-1,2017-05-18,SO70858,1,606,25927,9,1
SO70829-3,2017-05-18,SO70829,3,480,20590,8,2
SO70829-1,2017-05-18,SO70829,1,356,20590,8,1
SO70829-2,2017-05-18,SO70829,2,485,20590,8,1
SO70847-1,2017-05-18,SO70847,1,214,12224,10,1
SO70847-2,2017-05-18,SO70847,2,229,12224,10,1
SO70870-2,2017-05-18,SO70870,2,477,11035,9,2
SO70870-3,2017-05-18,SO70870,3,479,11035,9,1
SO70870-1,2017-05-18,SO70870,1,585,11035,9,1
SO70925-2,2017-05-19,SO70925,2,220,27663,4,1
SO70925-3,2017-05-19,SO70925,3,229,27663,4,1
SO70925-1,2017-05-19,SO70925,1,573,27663,4,1
SO70889-2,2017-05-19,SO70889,2,480,23448,1,2
SO70889-1,2017-05-19,SO70889,1,536,23448,1,2
SO70939-2,2017-05-19,SO70939,2,214,19256,7,1
SO70939-1,2017-05-19,SO70939,1,581,19256,7,1
SO70896-1,2017-05-19,SO70896,1,477,18455,4,2
SO70896-2,2017-05-19,SO70896,2,215,18455,4,1
SO70896-3,2017-05-19,SO70896,3,466,18455,4,1
SO70887-2,2017-05-19,SO70887,2,530,27200,1,2
SO70887-3,2017-05-19,SO70887,3,480,27200,1,1
SO70887-1,2017-05-19,SO70887,1,541,27200,1,1
SO70899-2,2017-05-19,SO70899,2,478,14663,4,3
SO70899-3,2017-05-19,SO70899,3,477,14663,4,2
SO70899-1,2017-05-19,SO70899,1,528,14663,4,2
SO70899-4,2017-05-19,SO70899,4,215,14663,4,1
SO70899-5,2017-05-19,SO70899,5,226,14663,4,1
SO70937-3,2017-05-19,SO70937,3,466,13112,9,2
SO70937-2,2017-05-19,SO70937,2,214,13112,9,1
SO70937-1,2017-05-19,SO70937,1,579,13112,9,1
SO70928-2,2017-05-19,SO70928,2,215,18646,4,1
SO70928-1,2017-05-19,SO70928,1,581,18646,4,1
SO70900-1,2017-05-19,SO70900,1,485,19847,6,2
SO70921-2,2017-05-19,SO70921,2,485,12584,9,2
SO70921-1,2017-05-19,SO70921,1,599,12584,9,1
SO70881-3,2017-05-19,SO70881,3,477,12826,8,3
SO70881-4,2017-05-19,SO70881,4,478,12826,8,2
SO70881-2,2017-05-19,SO70881,2,485,12826,8,2
SO70881-1,2017-05-19,SO70881,1,352,12826,8,1
SO70898-2,2017-05-19,SO70898,2,466,27436,6,2
SO70898-1,2017-05-19,SO70898,1,475,27436,6,1
SO70927-3,2017-05-19,SO70927,3,481,17654,6,2
SO70927-2,2017-05-19,SO70927,2,235,17654,6,1
SO70927-1,2017-05-19,SO70927,1,583,17654,6,1
SO70916-4,2017-05-19,SO70916,4,484,17203,10,3
SO70916-2,2017-05-19,SO70916,2,477,17203,10,2
SO70916-3,2017-05-19,SO70916,3,479,17203,10,2
SO70916-1,2017-05-19,SO70916,1,563,17203,10,1
SO70895-1,2017-05-19,SO70895,1,474,18660,4,1
SO70901-2,2017-05-19,SO70901,2,220,22453,8,1
SO70901-1,2017-05-19,SO70901,1,477,22453,8,1
SO70924-2,2017-05-19,SO70924,2,215,11168,4,1
SO70924-1,2017-05-19,SO70924,1,569,11168,4,1
SO70909-1,2017-05-19,SO70909,1,478,13588,8,3
SO70909-2,2017-05-19,SO70909,2,477,13588,8,2
SO70940-3,2017-05-19,SO70940,3,479,27974,9,3
SO70940-2,2017-05-19,SO70940,2,477,27974,9,2
SO70940-1,2017-05-19,SO70940,1,604,27974,9,1
SO70892-2,2017-05-19,SO70892,2,223,27403,6,2
SO70892-1,2017-05-19,SO70892,1,475,27403,6,1
SO70892-3,2017-05-19,SO70892,3,491,27403,6,1
SO70894-1,2017-05-19,SO70894,1,223,18576,4,2
SO70894-2,2017-05-19,SO70894,2,474,18576,4,1
SO70875-1,2017-05-19,SO70875,1,485,19092,9,2
SO70875-2,2017-05-19,SO70875,2,490,19092,9,1
SO70922-1,2017-05-19,SO70922,1,594,18202,9,1
SO70879-3,2017-05-19,SO70879,3,477,17648,7,2
SO70879-2,2017-05-19,SO70879,2,478,17648,7,2
SO70879-4,2017-05-19,SO70879,4,215,17648,7,1
SO70879-1,2017-05-19,SO70879,1,362,17648,7,1
SO70934-2,2017-05-19,SO70934,2,479,25510,10,3
SO70934-3,2017-05-19,SO70934,3,477,25510,10,2
SO70934-1,2017-05-19,SO70934,1,387,25510,10,1
SO70934-4,2017-05-19,SO70934,4,464,25510,10,1
SO70934-5,2017-05-19,SO70934,5,491,25510,10,1
SO70902-1,2017-05-19,SO70902,1,538,28552,10,2
SO70931-2,2017-05-19,SO70931,2,214,18597,4,1
SO70931-3,2017-05-19,SO70931,3,464,18597,4,1
SO70931-1,2017-05-19,SO70931,1,580,18597,4,1
SO70913-5,2017-05-19,SO70913,5,466,15284,4,2
SO70913-2,2017-05-19,SO70913,2,485,15284,4,2
SO70913-3,2017-05-19,SO70913,3,215,15284,4,1
SO70913-4,2017-05-19,SO70913,4,232,15284,4,1
SO70913-1,2017-05-19,SO70913,1,590,15284,4,1
SO70911-4,2017-05-19,SO70911,4,480,16365,6,2
SO70911-5,2017-05-19,SO70911,5,484,16365,6,2
SO70911-1,2017-05-19,SO70911,1,375,16365,6,1
SO70911-2,2017-05-19,SO70911,2,529,16365,6,1
SO70911-3,2017-05-19,SO70911,3,540,16365,6,1
SO70919-1,2017-05-19,SO70919,1,389,27586,9,1
SO70915-3,2017-05-19,SO70915,3,477,18961,6,3
SO70915-2,2017-05-19,SO70915,2,478,18961,6,2
SO70915-4,2017-05-19,SO70915,4,214,18961,6,1
SO70915-1,2017-05-19,SO70915,1,354,18961,6,1
SO70888-1,2017-05-19,SO70888,1,528,23705,4,2
SO70888-2,2017-05-19,SO70888,2,536,23705,4,2
SO70888-3,2017-05-19,SO70888,3,220,23705,4,1
SO70888-4,2017-05-19,SO70888,4,466,23705,4,1
SO70878-3,2017-05-19,SO70878,3,529,16552,8,2
SO70878-1,2017-05-19,SO70878,1,379,16552,8,1
SO70878-4,2017-05-19,SO70878,4,473,16552,8,1
SO70878-2,2017-05-19,SO70878,2,540,16552,8,1
SO70891-1,2017-05-19,SO70891,1,478,13290,6,3
SO70891-3,2017-05-19,SO70891,3,484,13290,6,2
SO70891-2,2017-05-19,SO70891,2,477,13290,6,1
SO70903-2,2017-05-19,SO70903,2,530,14983,10,2
SO70903-1,2017-05-19,SO70903,1,541,14983,10,2
SO70903-3,2017-05-19,SO70903,3,480,14983,10,1
SO70906-2,2017-05-19,SO70906,2,485,11268,4,2
SO70906-3,2017-05-19,SO70906,3,220,11268,4,1
SO70906-1,2017-05-19,SO70906,1,537,11268,4,1
SO70880-3,2017-05-19,SO70880,3,477,19916,10,2
SO70880-2,2017-05-19,SO70880,2,478,19916,10,2
SO70880-5,2017-05-19,SO70880,5,214,19916,10,1
SO70880-4,2017-05-19,SO70880,4,223,19916,10,1
SO70880-1,2017-05-19,SO70880,1,362,19916,10,1
SO70907-2,2017-05-19,SO70907,2,480,11703,4,2
SO70907-1,2017-05-19,SO70907,1,537,11703,4,1
SO70876-1,2017-05-19,SO70876,1,223,28220,9,2
SO70876-2,2017-05-19,SO70876,2,530,28220,9,2
SO70893-2,2017-05-19,SO70893,2,223,15878,6,2
SO70893-1,2017-05-19,SO70893,1,474,15878,6,1
SO70917-3,2017-05-19,SO70917,3,462,24459,9,3
SO70917-2,2017-05-19,SO70917,2,488,24459,9,1
SO70917-1,2017-05-19,SO70917,1,580,24459,9,1
SO70882-2,2017-05-19,SO70882,2,478,19070,10,2
SO70882-1,2017-05-19,SO70882,1,362,19070,10,1
SO70933-3,2017-05-19,SO70933,3,529,20883,7,2
SO70933-1,2017-05-19,SO70933,1,381,20883,7,1
SO70933-2,2017-05-19,SO70933,2,539,20883,7,1
SO70873-2,2017-05-19,SO70873,2,488,22592,10,1
SO70873-1,2017-05-19,SO70873,1,581,22592,10,1
SO70923-2,2017-05-19,SO70923,2,488,18203,9,1
SO70923-1,2017-05-19,SO70923,1,597,18203,9,1
SO70926-3,2017-05-19,SO70926,3,477,23845,4,2
SO70926-2,2017-05-19,SO70926,2,479,23845,4,1
SO70926-4,2017-05-19,SO70926,4,491,23845,4,1
SO70926-1,2017-05-19,SO70926,1,584,23845,4,1
SO70929-1,2017-05-19,SO70929,1,583,18567,4,1
SO70910-2,2017-05-19,SO70910,2,466,12564,10,3
SO70910-1,2017-05-19,SO70910,1,235,12564,10,1
SO70935-2,2017-05-19,SO70935,2,529,27175,10,2
SO70935-3,2017-05-19,SO70935,3,538,27175,10,1
SO70935-1,2017-05-19,SO70935,1,606,27175,10,1
SO70918-1,2017-05-19,SO70918,1,581,24366,9,1
SO70920-3,2017-05-19,SO70920,3,480,21946,9,2
SO70920-1,2017-05-19,SO70920,1,373,21946,9,1
SO70920-2,2017-05-19,SO70920,2,540,21946,9,1
SO70930-4,2017-05-19,SO70930,4,480,18568,4,2
SO70930-3,2017-05-19,SO70930,3,529,18568,4,2
SO70930-2,2017-05-19,SO70930,2,539,18568,4,1
SO70930-1,2017-05-19,SO70930,1,583,18568,4,1
SO70912-4,2017-05-19,SO70912,4,223,17441,4,2
SO70912-2,2017-05-19,SO70912,2,485,17441,4,2
SO70912-1,2017-05-19,SO70912,1,354,17441,4,1
SO70912-3,2017-05-19,SO70912,3,490,17441,4,1
SO70883-2,2017-05-19,SO70883,2,485,19263,10,2
SO70883-1,2017-05-19,SO70883,1,591,19263,10,1
SO70932-1,2017-05-19,SO70932,1,583,18598,4,1
SO70884-2,2017-05-19,SO70884,2,229,22535,10,1
SO70884-1,2017-05-19,SO70884,1,582,22535,10,1
SO70874-2,2017-05-19,SO70874,2,529,15607,9,2
SO70874-1,2017-05-19,SO70874,1,539,15607,9,2
SO70885-2,2017-05-19,SO70885,2,480,27374,1,2
SO70885-1,2017-05-19,SO70885,1,529,27374,1,2
SO70938-1,2017-05-19,SO70938,1,581,22468,10,1
SO70908-1,2017-05-19,SO70908,1,478,12629,8,3
SO70908-2,2017-05-19,SO70908,2,223,12629,8,2
SO70908-3,2017-05-19,SO70908,3,214,12629,8,1
SO70905-2,2017-05-19,SO70905,2,480,16601,10,3
SO70905-1,2017-05-19,SO70905,1,530,16601,10,1
SO70890-1,2017-05-19,SO70890,1,478,21736,4,3
SO70890-2,2017-05-19,SO70890,2,215,21736,4,1
SO70890-3,2017-05-19,SO70890,3,232,21736,4,1
SO70914-1,2017-05-19,SO70914,1,358,13711,6,1
SO70914-3,2017-05-19,SO70914,3,472,13711,6,1
SO70914-2,2017-05-19,SO70914,2,485,13711,6,1
SO70877-2,2017-05-19,SO70877,2,480,28925,9,2
